N_m,N_peak,tau_m_cont,tau_m_max,i_max,K_m,w_j,l_j,tau_j_max,tau_j_cont,power_loss
66.34171160515376,80.51512617197389,0.21704901145114655,9.871473475295325,18.7330627214906,0.03492135984542568,5.275423622221205,0.165056446358107,43.399687877081675,14.39940292187568,20.144517461778634
76.24757881584327,80.93176917976324,0.2625011972144137,8.579494563532757,17.783681851317535,0.03744323778354239,4.956749401729968,0.16204252445117084,50.771633187428456,20.015080723859224,21.419344531096634
68.88864566298327,51.52233764572222,0.2887654846624912,5.9444957759386945,19.158547986261894,0.032547200848690575,3.755571223635143,0.1283336034223702,42.95600475169607,19.892663152613984,17.991011679202693
52.86898525137198,48.327455329380086,0.18351732129686313,9.088532969332105,18.212344237838796,0.04157824518931413,4.6927928927602816,0.14375431494469304,40.03436839586109,9.70237455301515,22.400037772303065
64.55451524879356,70.40198801229651,0.22765425869470948,9.041617950498926,19.324958132448124,0.04101311500913936,4.907737485175442,0.15497069475378283,51.16440663056945,14.696110314360418,22.853290438312897
81.41773657411441,87.48244072520258,0.14958153913280717,7.882014554446992,19.62570437248798,0.034211687253149166,4.781160553261085,0.16023788211858433,54.66618549395107,12.17859034946548,20.021924984081334
80.78035340149394,43.39464916319421,0.5201439855104215,5.083645497247395,18.444620092142006,0.045072558046868966,3.649065266928837,0.1316168083739679,43.39464916319421,42.017414969193396,23.98276732887429
59.010729397316695,48.297810357613855,0.5248397419737911,8.36834377202164,16.996288103741374,0.03808245068295776,4.52755209675499,0.1426941671175331,38.195302619703895,30.971175990572906,20.65115235339934
57.49088179469088,49.18506176550318,0.4293095482948719,5.971491921830741,18.694025887117192,0.039722232288500955,3.5384144046261135,0.1172058010129983,42.690914333500764,24.681384494352614,21.500618203100583
50.78706796875107,95.7818841867788,0.2761405442437307,6.375605542624742,17.06935268225653,0.05001266111391308,3.5659835764249177,0.11454312339499849,43.35609469253686,14.024368589434262,28.199060029849168
63.68893426549239,89.5479693602083,0.44908282677752553,9.60499102989392,17.965280767003307,0.048885361062099786,5.115775097267416,0.1597388445644316,55.93412102683251,28.60160663439533,27.427612843056835
67.50679085212116,40.74293520574392,0.1503743812429885,6.954198938478427,19.362955113304476,0.04802278085684543,4.131815392433794,0.13704878023690542,40.74293520574392,10.151291904087556,25.36948826861418
60.9690207853008,93.41740127958704,0.3797046845339007,5.05362837977191,17.514167677444263,0.041516426909030214,3.2408317676147798,0.11150530458301991,44.33213961543573,23.150222803623475,23.872126830501344
83.16216854207926,82.64242144512896,0.533979917804483,7.32928794580636,19.31105866840231,0.039267967045941495,4.594958549164129,0.15645504800014287,63.06237266025384,44.40692792254204,22.388730904475047
81.65066356221523,51.21909806773537,0.33474812592871817,5.202717347770919,19.305403910923324,0.03923001390589039,3.7141002103526723,0.13367783703992442,51.21909806773537,27.332406608287823,21.322310221869706
72.69565154195841,59.83099370715615,0.40349503440572587,7.892094679788373,19.113627453254335,0.039405936078496656,4.610750902754518,0.15161659833984215,54.75366552926588,29.33233442006917,21.697334496153534
52.80845020863258,75.73925095228257,0.5378810356212379,9.978485334671976,19.5613280774866,0.03480906305690957,5.047563138041442,0.15259330355535233,35.95788117763615,28.404663887771868,19.9291732268642
61.97804871601818,46.80995466128434,0.4731561834967982,5.92636664932712,16.9202830706347,0.04714305800972493,3.6101076340512113,0.12124171520928938,46.80995466128434,29.325296991049797,25.131860826905278
81.11192804462024,69.16968336771899,0.5188511233083757,6.609088444001351,19.706187963029443,0.04344456983044349,4.265873938492945,0.14720281248463374,69.16968336771899,42.085014979659356,24.02794102747904
73.32294341128025,56.73610479800145,0.1619912363546219,8.747245050908534,17.856492856332576,0.03900316580557076,4.965356888589019,0.16079539392036557,51.066478953446776,11.877674256353265,21.392786396052095
82.29560023878965,98.92714164105813,0.5075058694124521,9.28148910459784,17.471420916031107,0.04616556899350066,5.358507646614929,0.17511049128476805,66.37782786783963,41.765500148006545,26.3803558847856
52.738270971286354,81.89759659355751,0.5178510910964339,9.422270268159401,18.4755508598517,0.033722480395432027,4.823673526689488,0.14696097365288036,32.85812626739981,27.310571165020026,19.59116008416793
78.82042919197058,46.820869544740574,0.5151249916033516,7.312213056954699,19.777863043097874,0.04099468041506814,4.501293806621291,0.15194255976151755,46.820869544740574,40.60237292568641,22.058035859025424
68.66596619850014,66.48899551712044,0.25146392526793937,7.910946511561365,19.50823385961578,0.0335425154868402,4.5376979285945485,0.1477754313141138,44.93193454150563,17.267013392590492,18.987557593990783
55.03996791608316,76.39855965848089,0.5606459122551881,6.643831803159678,18.388527681735283,0.04867441219310628,3.758332079585534,0.12147828594767993,49.263565994587594,30.857933022808727,26.883824751835835
58.5989875074879,46.50006946234413,0.4888158036206338,8.946872603030032,19.384486773248376,0.043652767722952936,4.75072879136177,0.14806771353778822,46.50006946234413,28.64411116982818,23.37638617688794
61.71008585039908,56.08495681119323,0.47434989100145997,7.483554135658853,17.04742366461922,0.041186541747589414,4.227623371271523,0.1365456272069876,43.328158633995585,29.27217249682754,22.462769434167814
53.16839277692561,80.3507895043698,0.2707870775771598,6.852668494810801,17.43031035897186,0.04504578926493412,3.8044352534628327,0.12169507772503363,41.745806248599344,14.397313699538257,25.20125428261272
70.73448958888122,74.52956435719665,0.27705677060519973,7.595780693046251,19.19275437708899,0.04847044319660042,4.453002068996125,0.14669229651934373,65.8029736949985,19.597469255902553,26.719540410206765
72.99080320915921,67.25024888616605,0.26144077162911616,9.43510957666151,17.543765650455956,0.04113903850075919,5.233859894847788,0.1673418989757743,52.679918856168705,19.082771912831554,22.811194213251795
59.940739517971146,92.49574232969648,0.31827971344260597,6.043585719992475,17.92656790313234,0.050088879765680334,3.6162490783564127,0.12037659671789588,53.822090985656345,19.077921397317745,28.12763129383005
85.19295650055582,57.371371019263364,0.24140235769502574,9.030527296979042,17.629508169193347,0.04850545345718614,5.316070048802733,0.17549822947034624,57.371371019263364,20.565780558243944,26.165105762568516
76.52384076997589,63.02418036226665,0.38132849124163304,8.032989680271498,18.734127565066405,0.04925190905073354,4.743672687508117,0.1568537375726909,63.02418036226665,29.180720744829873,26.726760537442324
63.014453042629896,67.31025199998088,0.12025727464068889,9.142037587013357,18.808689241522746,0.051028118936020016,4.91710409565794,0.15443482891276347,60.47950961985333,7.577946385880337,27.757734534676036
73.57870863100648,91.4870714269426,0.45790546102437846,8.30276878991474,19.72253113828619,0.05155016460967757,4.7926816885860255,0.15660639653015387,74.8074529559467,33.69209249725944,28.824651352403535
58.33591318740531,61.59887411022855,0.22324174332868155,5.014983954909542,19.84645554301219,0.03766021869540107,3.172711845711923,0.10848575273650073,43.60153651055854,13.023010958626985,20.88340515137482
71.5141983348255,99.97872648764766,0.3072104672027277,7.446919074913698,17.049015604590004,0.04373498023147077,4.409051596661989,0.14598338908396247,53.32372959404396,21.969910282070273,25.200114331990306
56.17904058637695,77.4260084346156,0.14931085589822943,6.581180481180647,19.129594104435782,0.04555903592882697,3.756053004199798,0.12199084539818342,48.96148694797211,8.388140633493311,25.360384912234007
73.5369171563689,91.42745077712152,0.17921354454867397,5.677026033839833,18.820738584329447,0.04304455306620246,3.741548756663311,0.13030717749476722,59.57448334051773,13.178811578775065,24.569858225671947
63.119582173646506,59.7364810470674,0.11794156768843697,9.451036099707235,18.907190788529405,0.043304068458819706,5.042806083355824,0.15762994317071885,51.679680804362036,7.444422473398989,23.6432502643121
54.56234607785341,48.86384241944873,0.5976949142070129,7.729538468888826,19.167130094343914,0.04812431293752472,4.183062309112598,0.13185773076674168,48.86384241944873,32.61163675793594,25.69095121607732
60.56154248182903,98.96055075637045,0.29952770209411816,6.758027025314707,19.24624340861345,0.04057940383783445,3.9144416597624634,0.1281418127349761,47.2986303051811,18.139859654857567,23.588386944129574
55.866077578582534,87.03020474824004,0.27254056266259685,8.04528031186682,19.709876267156847,0.04203607126513176,4.335433676318379,0.13631888069725073,46.28648457357516,15.22577221701917,23.919042457507214
66.12955183949364,72.36494997659571,0.32944542501115626,9.816157909407782,16.91960135289925,0.03305484712422102,5.249054200552985,0.16429113093357145,36.984594267910175,21.786078311559272,18.939588561330368
74.87181156662656,44.97519538729563,0.504037499571313,9.31421397902318,17.657387367398776,0.04850931510359503,5.223121822941803,0.16801395135685837,44.97519538729563,37.73820069041697,25.753830731374038
50.725418278364025,89.58876325005804,0.4333579481830777,5.604797583880016,19.241151562562347,0.031869709052568126,3.2564273991192865,0.10677339411716419,31.10532877824414,21.98226318584022,18.92114663461933
51.9707378338026,47.35489820768937,0.2864039056160813,9.039448342873133,19.982639638921867,0.041933800945856026,4.655194093825306,0.14236522126253393,43.54877754094257,14.884622293350507,22.545397079850993
67.03116000684854,66.89693351763307,0.1308760944103344,6.99774771497836,18.142566239397272,0.04159868530822248,4.139722286128315,0.13700863715663214,50.58887921859718,8.772776425490541,23.029240438032343
74.29236763158266,55.02428940548059,0.13766221212591975,8.28273698568633,19.20568939268468,0.0428554018124118,4.798942146906185,0.15711973748844596,55.02428940548059,10.227251672235747,23.261843886388586
66.11168237077321,79.85429244838141,0.2875466368140297,8.783547540161038,18.487048294591123,0.03694163211743006,4.8356526634798795,0.1539471577723836,45.150427196664715,19.010191919833215,21.13262580699441
55.38827565707248,83.72704024215031,0.4130701859555598,7.4724489154191645,19.487992547671546,0.044176199944589774,4.096745079309115,0.13011276481126413,47.68406867308943,22.879245325424733,24.8790013136999
50.53048010392415,69.73724175407875,0.2511056969100989,8.911980828392934,18.641150730084046,0.047046940504448256,4.575401933435657,0.13965028838785348,44.315691350097055,12.688491421697758,25.84804497736009
66.70128653199018,82.35698196559952,0.3196368623387418,6.992408040755427,19.92507510202067,0.03894743753995838,4.130988946941974,0.13662536693954444,51.76224060981125,21.320189941042717,22.21895150216584
52.1020319078415,88.94198944872429,0.5537595325520539,5.570532791333575,18.832837654661,0.03975860649236497,3.27025375469026,0.10780735982117726,39.01230199966398,28.851996834298507,22.844036227806626
60.16154584471881,83.40839338013686,0.11053540969793477,9.888981370576314,18.351858311819164,0.04929323374232045,5.158823465124902,0.15905135955048194,54.42348447866968,6.649981118007078,27.42689665049812
74.77550923564422,49.57218109761979,0.1919087372404276,9.686945623546492,19.47587660431377,0.03728593172359776,5.370288434131481,0.17164496547110913,49.57218109761979,14.350073553922414,20.295371898386207
80.82324781773906,80.12714703085257,0.2916111712663402,6.298968587570778,18.19411714692779,0.05041908238698542,4.136052391383092,0.14381293369344683,74.14164580098472,23.56896196168056,27.88044609452113
66.02755891667684,86.06345131378434,0.22277662025374614,8.126347801827123,18.75516277858194,0.04857809508393898,4.571090299064386,0.14729103693494805,60.15705398661976,14.709396419062367,27.157829252428968
75.46675960854803,96.80568102097365,0.35834350550887084,9.649456017201324,17.961751776819952,0.04350541893231926,5.36911759905149,0.17196131978056128,58.9722567969466,27.043023187522362,24.979565500192084
53.75649901275267,43.68601815540314,0.24043486902715797,6.6117724095629296,19.148631336746917,0.047309463798920086,3.719838944080225,0.11987422310838197,43.68601815540314,12.924936799489736,25.110932504640147
56.72776370143749,46.08587783497326,0.5132222404786337,7.060369793657647,18.940449051794793,0.048546256516188935,3.9587031914918085,0.12733146163801395,46.08587783497326,29.11394998419426,25.809324185926908
64.63581902961835,58.81570427202839,0.4822843151967007,6.3202084795326146,17.224644645575236,0.04663608942342658,3.8207997724054126,0.12783790382494448,51.921311462102416,31.172841717877358,25.27856818744757
72.93018050670447,56.502800257067335,0.33132039803428615,7.318422171425143,18.94911319335094,0.0464761569127062,4.385972478704147,0.1461144022209559,56.502800257067335,24.163256434193663,25.12150513158868
70.62677048728713,53.69768425062978,0.5989249389483514,5.9416960071512115,18.591791438661545,0.04517347778329538,3.789213812606227,0.13004373055879925,53.69768425062978,42.30013420221767,24.376661700002014
69.64370342737288,67.36765923644589,0.3911482240641818,5.359439237574022,17.76438124669245,0.033407862271607254,3.536649763577066,0.12323809580311311,41.33144881440746,27.241010912869477,18.94951977701849
60.481460176411076,82.71184474412891,0.587031339075259,5.484893233310287,18.863325502416764,0.03260891863306135,3.4035864968523364,0.11533039250951393,37.202911030711554,35.50451255658554,19.06152080800164
84.5525413570957,63.36366433549918,0.5845599217331746,9.949959439027618,17.209725303411478,0.03826855460595474,5.671034602752961,0.1840521357473719,55.685569189870144,49.42602695804487,21.24639944749401
55.55097972388013,99.27350872824249,0.4392341930453493,9.482244567982047,18.003752811385716,0.04609914573869617,4.903917421670421,0.1503734254037006,46.104959181141155,24.39988975189705,26.358689826956166
67.66377725743493,98.04178510192511,0.5675765597793748,6.9600228407949,18.276989686582848,0.03085155971442745,4.137284681466658,0.13726400566538394,38.15382029139071,38.404373917452816,18.69383936061123
83.65113253380903,67.26288291654984,0.5730887167555276,9.212248046149753,18.77533159650386,0.03934856933333533,5.357921869136082,0.17577361299530656,61.7999875579461,47.939520198947186,21.916380763885996
82.27362819736484,57.87037770392463,0.18537718355087665,5.211951844112253,17.971656196394974,0.04473263613468659,3.7302533015921977,0.1343931466384874,57.87037770392463,15.251653475739483,24.295330657474114
80.32188618360442,48.368575081978946,0.27397920699794764,6.304975675527203,19.1119086928184,0.04301754445222819,4.128427993882969,0.14337164293887644,48.368575081978946,22.006526681163347,23.12105806218006
72.5942936640422,58.76150566859312,0.42192919032908316,5.69291464338272,17.842262310128305,0.05024729354549531,3.7290517306339317,0.1295234400978694,58.76150566859312,30.629651548181016,27.082363628367425
79.13095541303059,99.98092768567147,0.515278712630318,8.446018767109381,18.65834086561605,0.051266143479203594,4.961026615104364,0.1635911430841244,75.69201745743891,40.7744968344335,28.96576932912418
52.52775450024031,96.7347149480662,0.28085000212061617,6.639644044605123,19.23390646446912,0.05089522615481751,3.706412707846855,0.11892419494629153,51.4201552852478,14.752419962783698,28.672103575677628
78.83249019946308,65.25981116319797,0.4886280626632151,5.021704851055404,19.586849615433373,0.0433553282516064,3.585331744411423,0.12904953871001712,65.25981116319797,38.519766961080535,23.852991164576466
64.99923988842998,40.40969993395223,0.315078084389393,9.389179639997185,18.303123714264647,0.0493980508149348,5.055656653767474,0.15889103628840184,40.40969993395223,20.479835990813143,26.046015405265805
62.32674133359984,83.95992845252354,0.3696914107376872,9.773138978309452,19.796323490259056,0.047732173438918044,5.155790417995778,0.16005813111669437,58.89388079616031,23.041660930301443,26.664751001209808
67.8584781318024,82.80477303234181,0.31912670815542266,7.466930375626889,18.00628229027844,0.03552681651303923,4.343941712886804,0.1425277818880713,43.4094679443658,21.655452746638836,20.523567357597674
82.57395880705309,52.631075282174436,0.2787821326365203,9.639678007192664,17.560586388913272,0.03273879967919789,5.507350379018128,0.17897073887897974,47.472802747101895,23.020144336470437,18.123769015671424
78.91566598547182,94.39554239888042,0.48645965900781574,7.329894117724224,18.2011236801938,0.047255377290332405,4.510270966799126,0.15221460716271407,67.8754405952151,38.38928796566731,26.774206725128884
75.6285630082534,85.91481920386138,0.5324732266780896,5.539018606383817,19.97063668524897,0.044107002159724795,3.728178702718595,0.13101874907209157,66.61703518538482,40.27018497403189,24.917328386657775
62.77292276935343,83.56196895143543,0.33651611104109747,5.731294472121485,18.209807087005274,0.047740072723220964,3.5479762442356626,0.12008586749056827,54.57085666508106,21.124099849025974,26.655435326658328
81.49034552659603,87.13749798524034,0.11556749147257381,6.288056908758879,17.213547501637528,0.03566504972313291,4.145029674035472,0.14437091461418483,50.028718152041975,9.41763481174198,20.737108127741134
70.0142580688853,80.29974516487678,0.4061270330968231,8.607828123921859,19.45195021884313,0.0410881391665958,4.84341641094645,0.1560925393081039,55.958506317994676,28.434682903991693,23.22072775546046
57.95329765211306,45.19800930123382,0.28883709978374705,9.194312502685364,19.58162185213155,0.05098399181692432,4.836790954116406,0.1498964226789667,45.19800930123382,16.739062416740573,26.998596218503284
77.87698511350408,82.77079632130574,0.280593115917147,5.049952426456712,18.86631937032878,0.042075074208657116,3.577520672852766,0.1283765093780712,61.81888999216725,21.85174591123138,23.796563648372082
69.40533722946032,65.43952678008803,0.5867795234036509,7.943135092536038,19.727599436189532,0.04654452621626598,4.565360781603621,0.1488366881548207,63.72879748534028,40.72563070117239,25.453580667469257
53.13610104415446,88.03667046161675,0.11623601476547626,5.289286549900336,19.520286995677285,0.039225727445194564,3.1784366408432234,0.10602896654315781,40.68617746270488,6.176328625548177,22.547419404651173
72.9047562339445,66.86360091590855,0.5881474709414368,5.44658892638918,19.582632170238394,0.04996362731116116,3.636730695234562,0.12737064549783628,66.86360091590855,42.8787479985964,27.210600352777533
62.27047703172156,56.23074311804919,0.3968595217219787,8.751754884489966,18.361711439513737,0.037166380707540844,4.7461114944304175,0.1497880258766212,42.495762085135965,24.71263173220848,20.457548457705396
79.89847504641303,55.73279780222492,0.16327682938635227,6.842650221520234,18.254653980851334,0.038079676087716174,4.335029589536354,0.14832497726161536,55.539931680678535,13.045569678382904,20.897597970598916
81.37434942331322,74.55711991466376,0.48303562200966554,8.556052444651076,17.239826286510933,0.03485153035396342,5.049907966326695,0.16693487386982397,48.89250264344615,39.30670948932197,19.911002507470503
63.43103282024267,84.81032825298843,0.5840155988033465,7.50455402689069,19.424772537735873,0.045891124106295256,4.27044226716113,0.13847657308914957,56.54398605748975,37.04471261522875,25.77257299491391
54.19248732594695,87.7440871577626,0.5118584885299415,5.465412136294241,18.808942796057504,0.03118228547762915,3.2700146010366353,0.10884660868888936,31.784209422824706,27.73888465233722,18.515945644073327
76.08523465458423,91.61321101664124,0.2233291932150295,9.539496153511084,17.631070696367747,0.03132342303159347,5.337503154496118,0.17148019618969507,42.019249088022995,16.992054070984498,18.715485216351443
74.16988254939324,75.09429735705615,0.21319598260480557,6.252495432438527,17.113194312034334,0.041604888647032774,3.9843958239632755,0.1366948368737785,52.80840334577527,15.812720989800912,23.30558756875159
63.69370897543636,51.436063488936846,0.17445658973938008,8.042178632800416,18.375536757698335,0.04965301079947007,4.490745632628894,0.14411549530344053,51.436063488936846,11.11178725570717,26.541040849366265
70.43306400750872,99.50532165215006,0.17297881456838607,8.182276069210191,18.882985814464824,0.047927436630548825,4.681571707834251,0.15225582469961063,63.742846023822274,12.183427918438118,27.280562370346082
61.831046522315425,54.52240129934124,0.16999172418893851,8.628213164576689,18.995811669594694,0.04899749710499893,4.687906196276984,0.1481131781680823,54.52240129934124,10.51076620673487,26.316161929144172
56.45636645307628,83.68632655426185,0.12684767660332816,9.583280452265688,19.736540969416463,0.04801650229506224,4.962439509967801,0.15228917097573316,53.50255043351279,7.1613589140388045,26.797795366006515
79.59612469409265,94.29034466459873,0.434177986026531,6.068086857226775,18.390044054966296,0.03973537505302813,4.019157236772563,0.1402769932663604,58.16369787934122,34.55888511519778,23.010699015334023
81.11928413140681,70.62389769892405,0.1570727062599697,8.206079136052624,17.581828326563727,0.04121662964721613,4.904817337049186,0.16318007549193306,58.7842011200204,12.741625488391483,22.962444746905533
66.43475074982695,88.08141150340677,0.35930673041685224,5.427152836802592,18.873178499982245,0.04938755361105039,3.499556149717576,0.12070627911785287,61.9238388125014,23.870453077978844,27.629823855638755
82.22425618920366,52.047389058089166,0.40500685995831076,8.662629347940433,18.80365813644908,0.039275196383178224,5.109536862960246,0.168850549668608,52.047389058089166,33.301387811597074,21.372511160192087
56.654249487686826,88.67438769016834,0.44027410425290503,7.3030134458951075,18.20490626174127,0.04557544516201944,4.054290368111779,0.1296843839466379,47.00584423815269,24.94339894531192,25.743535504015334
79.47199265140904,88.13385213073505,0.5792627651196809,6.677072083182267,19.773101485471877,0.035158351610938846,4.260268686301088,0.1462427134832317,55.24810711097787,46.03516621282616,20.516970876493925
52.30300383573219,54.55357030819551,0.1260139595454889,8.359711016049731,17.42997472993661,0.03693436929053939,4.389944483134537,0.1359001139962295,33.6708497185138,6.590908609463508,20.285636988876213
62.44260974173612,45.20249900878187,0.5642619662158782,9.732830964241444,19.405536752468862,0.04696133869606751,5.1419845805313,0.15977091938415056,45.20249900878187,35.233989748522774,24.98741931499315
64.81239232687288,54.94273399819721,0.16131838221319464,7.24917546680169,18.597126868112323,0.04712377297040575,4.195918033258133,0.1373041469948898,54.94273399819721,10.455430277538003,25.39331095180945
56.99293863841952,72.23504514967634,0.5334151100957494,6.612533843350569,19.686430640595535,0.04595560680898826,3.784872310108618,0.12311827707192521,51.561617934524456,30.400894638492836,25.385638242816675
74.74651507342783,70.51315657962635,0.20416203265310365,6.055636169202599,18.45833236082651,0.03499195582212813,3.9171847691495962,0.13530287676545383,48.27826211118187,15.260400451126877,19.846416463718274
58.77795307874056,76.29763286464186,0.28691097619192896,6.833403772742454,19.07690474444278,0.03154877336260859,3.9089205706717927,0.1271119908061651,35.375684116987394,16.86403989638485,18.31764111012569
64.12269622011925,45.06156139574129,0.22358229027120438,5.016920317681459,17.258070060629578,0.03250309603350999,3.289222051474969,0.11429189939693384,35.96903065080405,14.336699279258962,17.753600063279706
50.76643241447275,97.94543314671509,0.4058139565500739,6.97706034195137,18.333508923818737,0.03214220901021164,3.8061527850700028,0.12053703583398645,29.915616677373396,20.60172679804911,19.335952276662994
